beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
781,Facebook,Technologie,Wir brauchen dringend einen Workshop zu Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#einen #wir,Unternehmen,"Sport, Musik"
782,TikTok,Technologie,So sieht eine Wanderung durch Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#eine #so,Unternehmen,"Musik, Wirtschaft"
783,Instagram,Sport,Heute gab es ein Treffen mit Bildung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#mit #treffen,Partei,"Klima, Politik"
784,TikTok,Musik,Endlich wieder einen Workshop zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#einen #löhne,Influencer,"Sport, Essen"
785,TikTok,Technologie,Endlich wieder ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#jugendpolitik #in,Influencer,"Bildung, Politik"
786,TikTok,Reisen,Gemeinsam für einen Workshop zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#einen #zu,Partei,"Essen, Wirtschaft"
787,Instagram,Bildung,Endlich wieder eine Diskussion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#diskussion #eine,Partei,"Essen, Bildung"
788,Facebook,Musik,Ich war gestern bei ein Treffen mit gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#war #ein,NGO,"Musik, Klima"
789,TikTok,Sport,Ich war gestern bei ein Treffen mit kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#vielfalt #mit,Unternehmen,"Klima, Wirtschaft"
790,Instagram,Bildung,Endlich wieder ein Konzert in soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,neutral,#endlich #konzert,Partei,"Technologie, Bildung"
791,Facebook,Essen,Wir brauchen dringend ein Konzert in faire Löhne.,Publikum mit bunten Lichtern,negativ,#konzert #dringend,Privatperson,"Bildung, Sport"
792,TikTok,Essen,Ich war gestern bei eine Wanderung durch mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#eine #war,Unternehmen,"Technologie, Musik"
793,TikTok,Bildung,Gemeinsam für eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#eine #für,NGO,"Wirtschaft, Politik"
794,Instagram,Reisen,Endlich wieder einen Vortrag über mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#fahrradwege #endlich,Unternehmen,"Sport, Klima"
795,TikTok,Reisen,So sieht eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#für #so,Partei,"Politik, Musik"
796,Facebook,Bildung,Endlich wieder einen Vortrag über Klimaschutz.,Publikum mit bunten Lichtern,neutral,#einen #vortrag,Partei,"Sport, Bildung"
797,Instagram,Reisen,Gemeinsam für ein Konzert in mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,neutral,#ein #fahrradwege,Influencer,"Reisen, Bildung"
798,Facebook,Klima,So sieht einen Workshop zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,positiv,#so #einen,Privatperson,"Musik, Klima"
799,TikTok,Musik,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#brauchen #vielfalt,Partei,"Technologie, Essen"
800,Instagram,Sport,Wir brauchen dringend ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#wir #konzert,Partei,"Essen, Klima"
801,TikTok,Reisen,So sieht eine Wanderung durch faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#durch #so,Privatperson,"Essen, Wirtschaft"
802,TikTok,Technologie,Endlich wieder eine Aktion zu faire Löhne.,Zelt mit Transparenten im Stadtpark,negativ,#eine #faire,Unternehmen,"Politik, Wirtschaft"
803,Facebook,Politik,Ich war gestern bei eine Diskussion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#diskussion #eine,Unternehmen,"Klima, Wirtschaft"
804,Instagram,Reisen,Ein Erlebnis in eine Wanderung durch digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,negativ,#wanderung #teilhabe,Unternehmen,"Essen, Technologie"
805,TikTok,Wirtschaft,Gemeinsam für eine Aktion zu Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,positiv,#gemeinsam #zu,Unternehmen,"Klima, Politik"
806,Instagram,Sport,Heute gab es ein Konzert in mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,negativ,#mehr #heute,NGO,"Technologie, Klima"
807,TikTok,Politik,Gemeinsam für einen Vortrag über gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#für #ernährung,Privatperson,"Klima, Sport"
808,Facebook,Wirtschaft,Ich war gestern bei ein Treffen mit gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#bei #mit,Influencer,"Essen, Technologie"
809,Facebook,Politik,So sieht eine Diskussion zu Bildung.,Publikum mit bunten Lichtern,positiv,#zu #sieht,Unternehmen,"Sport, Wirtschaft"
810,Facebook,Wirtschaft,So sieht eine Demo für faire Löhne.,Zelt mit Transparenten im Stadtpark,positiv,#für #so,Partei,"Musik, Klima"
811,Instagram,Reisen,Endlich wieder ein Konzert in gesunde Ernährung.,Kind mit Buch auf einer Wiese,positiv,#ernährung #gesunde,Privatperson,"Essen, Bildung"
812,Facebook,Wirtschaft,Ein Erlebnis in eine Wanderung durch Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,positiv,#in #wanderung,Partei,"Politik, Sport"
813,Instagram,Sport,Heute gab es ein Konzert in gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#es #konzert,Unternehmen,"Musik, Bildung"
814,Facebook,Technologie,Viele Menschen demonstrieren für einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#über #viele,Partei,"Reisen, Technologie"
815,Instagram,Essen,So sieht einen Workshop zu kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#zu #kulturelle,Privatperson,"Musik, Klima"
816,Instagram,Wirtschaft,Heute gab es eine Wanderung durch Bildung.,Kind mit Buch auf einer Wiese,negativ,#gab #bildung,Influencer,"Bildung, Reisen"
817,Facebook,Reisen,So sieht ein Treffen mit Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#sieht #treffen,Partei,"Bildung, Wirtschaft"
818,TikTok,Essen,Endlich wieder ein Konzert in Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#wieder #endlich,Influencer,"Musik, Reisen"
819,TikTok,Reisen,Wir brauchen dringend einen Vortrag über Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#einen #wir,Influencer,"Bildung, Musik"
820,Instagram,Essen,So sieht eine Aktion zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#eine #sieht,NGO,"Bildung, Technologie"
821,Facebook,Bildung,Wir brauchen dringend ein Treffen mit soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#wir #gerechtigkeit,Influencer,"Sport, Bildung"
822,TikTok,Reisen,Gemeinsam für eine Wanderung durch Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#wanderung #eine,Partei,"Reisen, Klima"
823,Facebook,Bildung,Ich war gestern bei eine Demo für Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#war #eine,NGO,"Essen, Wirtschaft"
824,Instagram,Musik,Ein Erlebnis in eine Diskussion zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#zu #in,Unternehmen,"Technologie, Politik"
825,Instagram,Technologie,Wir brauchen dringend einen Workshop zu Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#einen #dringend,Influencer,"Musik, Bildung"
826,TikTok,Bildung,Wir brauchen dringend eine Demo für gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#brauchen #dringend,Unternehmen,"Essen, Reisen"
827,Facebook,Sport,So sieht ein Konzert in Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#ein #in,Unternehmen,"Sport, Klima"
828,TikTok,Politik,Endlich wieder eine Wanderung durch gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#endlich #eine,Partei,"Klima, Politik"
829,Facebook,Politik,Heute gab es eine Demo für Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,negativ,#gab #eine,NGO,"Wirtschaft, Musik"
830,Instagram,Reisen,So sieht ein Konzert in kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#konzert #sieht,Partei,"Musik, Bildung"
831,Facebook,Essen,Ich war gestern bei eine Wanderung durch Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#ich #jugendpolitik,Partei,"Essen, Musik"
832,Instagram,Technologie,Wir brauchen dringend ein Konzert in Bildung.,Kind mit Buch auf einer Wiese,neutral,#dringend #in,Unternehmen,"Politik, Bildung"
833,Instagram,Bildung,Gemeinsam für ein Konzert in gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#konzert #in,Partei,"Klima, Musik"
834,TikTok,Reisen,Ich war gestern bei einen Vortrag über digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#über #digitale,Unternehmen,"Essen, Klima"
835,Instagram,Technologie,So sieht eine Diskussion zu Bildung.,Publikum mit bunten Lichtern,positiv,#eine #zu,NGO,"Sport, Wirtschaft"
836,Facebook,Klima,So sieht eine Aktion zu Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#aktion #zu,NGO,"Musik, Technologie"
837,TikTok,Politik,Wir brauchen dringend einen Workshop zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,neutral,#brauchen #wir,Privatperson,"Bildung, Wirtschaft"
838,TikTok,Klima,Endlich wieder eine Diskussion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#zu #demokratie,NGO,"Wirtschaft, Musik"
839,TikTok,Musik,Gemeinsam für eine Aktion zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,negativ,#gemeinsam #gerechtigkeit,Partei,"Politik, Klima"
840,Instagram,Wirtschaft,So sieht ein Konzert in gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#ernährung #sieht,Partei,"Musik, Sport"
841,Instagram,Technologie,Viele Menschen demonstrieren für einen Workshop zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#mehr #zu,Partei,"Bildung, Reisen"
842,Instagram,Essen,Endlich wieder eine Aktion zu Jugendpolitik.,Zelt mit Transparenten im Stadtpark,positiv,#eine #jugendpolitik,Partei,"Sport, Wirtschaft"
843,Facebook,Klima,Ich war gestern bei einen Vortrag über kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#ich #einen,Partei,"Reisen, Wirtschaft"
844,Facebook,Technologie,Ich war gestern bei ein Konzert in kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,negativ,#konzert #bei,Privatperson,"Bildung, Musik"
845,Instagram,Reisen,Heute gab es eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#fahrradwege #für,Privatperson,"Technologie, Bildung"
846,Facebook,Musik,So sieht ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,positiv,#mit #ein,NGO,"Sport, Politik"
847,Instagram,Technologie,Viele Menschen demonstrieren für einen Vortrag über gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,negativ,#ernährung #für,Unternehmen,"Sport, Musik"
848,Facebook,Technologie,Gemeinsam für ein Konzert in gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#für #gesunde,Unternehmen,"Reisen, Klima"
849,Facebook,Reisen,Wir brauchen dringend einen Vortrag über soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,positiv,#über #brauchen,Partei,"Reisen, Sport"
850,Instagram,Reisen,Ich war gestern bei eine Diskussion zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#ernährung #diskussion,Privatperson,"Wirtschaft, Politik"
851,TikTok,Politik,Ich war gestern bei eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#bei #faire,Unternehmen,"Essen, Reisen"
852,TikTok,Sport,Heute gab es eine Wanderung durch Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#heute #wanderung,Partei,"Klima, Wirtschaft"
853,Instagram,Reisen,Ich war gestern bei eine Wanderung durch faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gestern #löhne,Unternehmen,"Reisen, Sport"
854,Instagram,Politik,Ein Erlebnis in einen Workshop zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#erlebnis #ein,Influencer,"Politik, Wirtschaft"
855,Instagram,Wirtschaft,Gemeinsam für eine Aktion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#für #teilhabe,NGO,"Sport, Klima"
856,Facebook,Wirtschaft,Gemeinsam für eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#ernährung #wanderung,NGO,"Politik, Bildung"
857,Instagram,Bildung,Viele Menschen demonstrieren für ein Konzert in faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#faire #löhne,Influencer,"Sport, Reisen"
858,TikTok,Bildung,Ich war gestern bei eine Demo für kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#kulturelle #für,Unternehmen,"Klima, Bildung"
859,TikTok,Bildung,Wir brauchen dringend ein Konzert in Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wir #ein,Influencer,"Klima, Reisen"
860,Facebook,Klima,Viele Menschen demonstrieren für ein Konzert in mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#für #fahrradwege,Influencer,"Technologie, Reisen"
861,TikTok,Musik,Gemeinsam für eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#eine #gerechtigkeit,Unternehmen,"Sport, Essen"
862,Facebook,Politik,Heute gab es einen Workshop zu Demokratie.,Kind mit Buch auf einer Wiese,neutral,#workshop #heute,Privatperson,"Essen, Klima"
863,Instagram,Politik,Ich war gestern bei eine Diskussion zu Bildung.,Kind mit Buch auf einer Wiese,negativ,#bildung #eine,NGO,"Klima, Sport"
864,Facebook,Essen,So sieht einen Vortrag über mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#einen #vortrag,Influencer,"Technologie, Politik"
865,TikTok,Essen,Ich war gestern bei eine Diskussion zu Bildung.,Zelt mit Transparenten im Stadtpark,positiv,#bei #zu,Unternehmen,"Musik, Politik"
866,Facebook,Reisen,Ein Erlebnis in einen Workshop zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#ein #bildung,Influencer,"Klima, Essen"
867,Instagram,Sport,Viele Menschen demonstrieren für eine Aktion zu Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#für #eine,Influencer,"Technologie, Essen"
868,Facebook,Musik,Ich war gestern bei eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#demo #bei,NGO,"Sport, Wirtschaft"
869,Facebook,Wirtschaft,Wir brauchen dringend eine Aktion zu Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#aktion #brauchen,Privatperson,"Technologie, Reisen"
870,Facebook,Essen,Endlich wieder einen Workshop zu Bildung.,Kind mit Buch auf einer Wiese,positiv,#bildung #workshop,Partei,"Technologie, Wirtschaft"
871,TikTok,Musik,Gemeinsam für einen Vortrag über Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#vortrag #für,Unternehmen,"Technologie, Bildung"
872,Facebook,Reisen,Ich war gestern bei eine Aktion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#zu #aktion,Unternehmen,"Essen, Reisen"
873,Facebook,Sport,Viele Menschen demonstrieren für eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#demo #löhne,Partei,"Reisen, Wirtschaft"
874,Instagram,Wirtschaft,Viele Menschen demonstrieren für ein Treffen mit Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#ein #jugendpolitik,Privatperson,"Reisen, Bildung"
875,Facebook,Sport,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#über #gerechtigkeit,Unternehmen,"Bildung, Technologie"
876,Facebook,Wirtschaft,Heute gab es ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#es #mit,Influencer,"Bildung, Musik"
877,Instagram,Wirtschaft,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#gesunde #erlebnis,NGO,"Reisen, Wirtschaft"
878,Facebook,Technologie,Ich war gestern bei eine Aktion zu Jugendpolitik.,Publikum mit bunten Lichtern,negativ,#bei #zu,NGO,"Klima, Reisen"
879,TikTok,Essen,Wir brauchen dringend einen Workshop zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,positiv,#dringend #vielfalt,Partei,"Essen, Bildung"
880,TikTok,Essen,Wir brauchen dringend ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,positiv,#klimaschutz #brauchen,Privatperson,"Politik, Technologie"
881,TikTok,Bildung,Ein Erlebnis in einen Workshop zu Jugendpolitik.,Publikum mit bunten Lichtern,positiv,#in #ein,Influencer,"Politik, Musik"
882,TikTok,Musik,Endlich wieder eine Diskussion zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#endlich #eine,Unternehmen,"Bildung, Sport"
883,Facebook,Essen,Ein Erlebnis in eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#fahrradwege #in,Unternehmen,"Musik, Sport"
884,Facebook,Essen,Endlich wieder eine Wanderung durch mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#wieder #durch,Privatperson,"Reisen, Wirtschaft"
885,Facebook,Bildung,Viele Menschen demonstrieren für eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#jugendpolitik #diskussion,Influencer,"Technologie, Wirtschaft"
886,TikTok,Essen,Heute gab es einen Vortrag über Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#es #einen,Influencer,"Politik, Klima"
887,Instagram,Musik,Gemeinsam für eine Demo für Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#demo #gemeinsam,Influencer,"Musik, Reisen"
888,Facebook,Sport,Endlich wieder eine Aktion zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#wieder #aktion,Influencer,"Sport, Klima"
889,Instagram,Klima,So sieht eine Aktion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#jugendpolitik #eine,Privatperson,"Politik, Technologie"
890,Facebook,Technologie,Gemeinsam für eine Diskussion zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#gesunde #ernährung,Unternehmen,"Wirtschaft, Sport"
891,Facebook,Essen,Heute gab es ein Treffen mit mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,neutral,#mit #mehr,Unternehmen,"Reisen, Sport"
892,Instagram,Essen,Ich war gestern bei ein Konzert in Demokratie.,Publikum mit bunten Lichtern,negativ,#bei #konzert,Partei,"Essen, Sport"
893,Facebook,Technologie,So sieht einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#über #so,Influencer,"Reisen, Sport"
894,Instagram,Klima,Ich war gestern bei eine Aktion zu kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#bei #eine,NGO,"Klima, Reisen"
895,TikTok,Sport,Heute gab es einen Vortrag über Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#es #jugendpolitik,Unternehmen,"Bildung, Klima"
896,TikTok,Bildung,Heute gab es ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,negativ,#mit #heute,Partei,"Essen, Wirtschaft"
897,TikTok,Musik,Viele Menschen demonstrieren für eine Diskussion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#menschen #zu,NGO,"Politik, Technologie"
898,TikTok,Klima,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#zu #menschen,Privatperson,"Musik, Wirtschaft"
899,Instagram,Wirtschaft,So sieht ein Konzert in faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#sieht #ein,Influencer,"Bildung, Essen"
900,TikTok,Bildung,Viele Menschen demonstrieren für eine Aktion zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#eine #menschen,Privatperson,"Musik, Politik"
901,Instagram,Technologie,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#eine #es,Partei,"Sport, Klima"
902,TikTok,Reisen,Ein Erlebnis in einen Vortrag über kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#erlebnis #über,Partei,"Klima, Sport"
903,Instagram,Klima,Ein Erlebnis in eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,negativ,#eine #erlebnis,Privatperson,"Reisen, Musik"
904,Instagram,Politik,Heute gab es eine Demo für kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#demo #vielfalt,Influencer,"Musik, Politik"
905,TikTok,Klima,So sieht eine Wanderung durch kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wanderung #kulturelle,Unternehmen,"Politik, Essen"
906,TikTok,Klima,Gemeinsam für eine Aktion zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#kulturelle #eine,Influencer,"Musik, Wirtschaft"
907,TikTok,Wirtschaft,Gemeinsam für ein Treffen mit Klimaschutz.,Zelt mit Transparenten im Stadtpark,negativ,#gemeinsam #treffen,Partei,"Musik, Klima"
908,TikTok,Reisen,Ich war gestern bei ein Konzert in soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,neutral,#in #gestern,Privatperson,"Musik, Wirtschaft"
909,TikTok,Essen,Heute gab es ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#jugendpolitik #konzert,Partei,"Reisen, Wirtschaft"
910,Facebook,Klima,Ein Erlebnis in einen Workshop zu digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,positiv,#zu #digitale,Partei,"Sport, Politik"
911,Facebook,Bildung,Ich war gestern bei einen Workshop zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#einen #bei,NGO,"Politik, Technologie"
912,Facebook,Reisen,Heute gab es einen Vortrag über faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#über #es,NGO,"Wirtschaft, Bildung"
913,TikTok,Technologie,Endlich wieder eine Demo für Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#eine #demo,Partei,"Reisen, Bildung"
914,Facebook,Technologie,Ein Erlebnis in eine Wanderung durch Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#durch #erlebnis,Influencer,"Reisen, Politik"
915,Facebook,Politik,Wir brauchen dringend ein Konzert in soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,negativ,#brauchen #dringend,NGO,"Sport, Bildung"
916,TikTok,Politik,Ich war gestern bei einen Workshop zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#gestern #kulturelle,Unternehmen,"Technologie, Essen"
917,Instagram,Wirtschaft,Ein Erlebnis in eine Diskussion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#erlebnis #in,Unternehmen,"Sport, Klima"
918,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über faire Löhne.,Publikum mit bunten Lichtern,neutral,#vortrag #faire,Unternehmen,"Wirtschaft, Bildung"
919,TikTok,Sport,So sieht ein Treffen mit mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#sieht #so,NGO,"Musik, Essen"
920,Instagram,Sport,Gemeinsam für eine Aktion zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#gerechtigkeit #aktion,Partei,"Essen, Politik"
921,Instagram,Essen,Wir brauchen dringend einen Vortrag über gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#gesunde #wir,Partei,"Sport, Politik"
922,Instagram,Sport,Viele Menschen demonstrieren für eine Wanderung durch faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#durch #faire,Partei,"Politik, Sport"
923,Facebook,Technologie,Endlich wieder eine Diskussion zu Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,neutral,#endlich #diskussion,Influencer,"Essen, Musik"
924,Instagram,Sport,Endlich wieder eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#gesunde #wanderung,Influencer,"Technologie, Musik"
925,Instagram,Technologie,Endlich wieder ein Konzert in Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#endlich #ein,Privatperson,"Wirtschaft, Reisen"
926,TikTok,Klima,Gemeinsam für einen Workshop zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#für #kulturelle,Partei,"Bildung, Musik"
927,TikTok,Bildung,Viele Menschen demonstrieren für ein Konzert in Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#konzert #jugendpolitik,NGO,"Sport, Bildung"
928,Facebook,Wirtschaft,Endlich wieder einen Workshop zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#jugendpolitik #zu,Partei,"Musik, Politik"
929,Facebook,Klima,Heute gab es eine Demo für gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,neutral,#demo #ernährung,Privatperson,"Reisen, Musik"
930,Instagram,Politik,Ein Erlebnis in eine Diskussion zu gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#in #diskussion,Partei,"Essen, Politik"
931,Facebook,Essen,So sieht eine Diskussion zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,positiv,#so #teilhabe,NGO,"Bildung, Wirtschaft"
932,Facebook,Musik,Viele Menschen demonstrieren für einen Vortrag über soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#viele #über,Privatperson,"Musik, Klima"
933,TikTok,Politik,So sieht einen Workshop zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#einen #vielfalt,Unternehmen,"Bildung, Reisen"
934,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#viele #einen,Influencer,"Klima, Essen"
935,TikTok,Wirtschaft,Wir brauchen dringend eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#gesunde #dringend,Partei,"Politik, Sport"
936,Facebook,Technologie,So sieht eine Wanderung durch mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#so #wanderung,Unternehmen,"Reisen, Politik"
937,TikTok,Klima,Wir brauchen dringend eine Aktion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#wir #dringend,Privatperson,"Sport, Politik"
938,TikTok,Reisen,Gemeinsam für eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#aktion #ernährung,Unternehmen,"Klima, Bildung"
939,Facebook,Wirtschaft,Wir brauchen dringend ein Konzert in gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#dringend #ernährung,Unternehmen,"Reisen, Technologie"
