beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
843,Facebook,Klima,Ich war gestern bei einen Vortrag über kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wahlen #klimapolitik #basketball,Partei,"Reisen, Wirtschaft"
844,Facebook,Technologie,Ich war gestern bei ein Konzert in kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,negativ,#ki #robotik,Privatperson,"Bildung, Musik"
845,Instagram,Reisen,Heute gab es eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#wanderlust #citytrip #abenteuer,Privatperson,"Technologie, Bildung"
846,Facebook,Musik,So sieht ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,positiv,#beats #bandlife #chor,NGO,"Sport, Politik"
847,Instagram,Technologie,Viele Menschen demonstrieren für einen Vortrag über gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,negativ,#startups #robotik #ki #blockchain,Unternehmen,"Sport, Musik"
848,Facebook,Technologie,Gemeinsam für ein Konzert in gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#startups #ki #robotik #blockchain,Unternehmen,"Reisen, Klima"
849,Facebook,Reisen,Wir brauchen dringend einen Vortrag über soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,positiv,#citytrip #bergliebe #meerliebe #roadtrip,Partei,"Reisen, Sport"
850,Instagram,Reisen,Ich war gestern bei eine Diskussion zu gesunde Ernährung.,Publikum mit bunten Lichtern,positiv,#meerliebe #roadtrip,Privatperson,"Wirtschaft, Politik"
851,TikTok,Politik,Ich war gestern bei eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gerechtigkeit #demokratie #wahlen #engagement,Unternehmen,"Essen, Reisen"
852,TikTok,Sport,Heute gab es eine Wanderung durch Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#marathon #fitness,Partei,"Klima, Wirtschaft"
853,Instagram,Reisen,Ich war gestern bei eine Wanderung durch faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#bergliebe #roadtrip #wanderlust,Unternehmen,"Reisen, Sport"
854,Instagram,Politik,Ein Erlebnis in einen Workshop zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#demokratie #meinemeinung #klimapolitik,Influencer,"Politik, Wirtschaft"
855,Instagram,Wirtschaft,Gemeinsam für eine Aktion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#startups #vinyl #abenteuer,NGO,"Sport, Klima"
856,Facebook,Wirtschaft,Gemeinsam für eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#innovation #klettern #meinemeinung,NGO,"Politik, Bildung"
857,Instagram,Bildung,Viele Menschen demonstrieren für ein Konzert in faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#schule #lernen #bildungfüralle #uni,Influencer,"Sport, Reisen"
858,TikTok,Bildung,Ich war gestern bei eine Demo für kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#vortrag #schule #uni,Unternehmen,"Klima, Bildung"
859,TikTok,Bildung,Wir brauchen dringend ein Konzert in Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wissen #lernen #schule #bildungfüralle,Influencer,"Klima, Reisen"
860,Facebook,Klima,Viele Menschen demonstrieren für ein Konzert in mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#blockchain #citytrip #bildungfüralle,Influencer,"Technologie, Reisen"
861,TikTok,Musik,Gemeinsam für eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#chor #vinyl #konzert,Unternehmen,"Sport, Essen"
862,Facebook,Politik,Heute gab es einen Workshop zu Demokratie.,Kind mit Buch auf einer Wiese,neutral,#engagement #meinemeinung,Privatperson,"Essen, Klima"
863,Instagram,Politik,Ich war gestern bei eine Diskussion zu Bildung.,Kind mit Buch auf einer Wiese,negativ,#demokratie #klimapolitik #wahlen,NGO,"Klima, Sport"
864,Facebook,Essen,So sieht einen Vortrag über mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#fussball #wanderlust #wissen,Influencer,"Technologie, Politik"
865,TikTok,Essen,Ich war gestern bei eine Diskussion zu Bildung.,Zelt mit Transparenten im Stadtpark,positiv,#bildungfüralle #innovation #startups,Unternehmen,"Musik, Politik"
866,Facebook,Reisen,Ein Erlebnis in einen Workshop zu Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#roadtrip #bergliebe #citytrip #abenteuer,Influencer,"Klima, Essen"
867,Instagram,Sport,Viele Menschen demonstrieren für eine Aktion zu Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#fussball #skaten #klettern #marathon,Influencer,"Technologie, Essen"
868,Facebook,Musik,Ich war gestern bei eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#chor #vinyl #bandlife #beats,NGO,"Sport, Wirtschaft"
869,Facebook,Wirtschaft,Wir brauchen dringend eine Aktion zu Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#gerechtigkeit #vortrag #marathon,Privatperson,"Technologie, Reisen"
870,Facebook,Essen,Endlich wieder einen Workshop zu Bildung.,Kind mit Buch auf einer Wiese,positiv,#jamsession #ki #chor,Partei,"Technologie, Wirtschaft"
871,TikTok,Musik,Gemeinsam für einen Vortrag über Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#bandlife #chor #vinyl #konzert,Unternehmen,"Technologie, Bildung"
872,Facebook,Reisen,Ich war gestern bei eine Aktion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#wanderlust #meerliebe #roadtrip,Unternehmen,"Essen, Reisen"
873,Facebook,Sport,Viele Menschen demonstrieren für eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#skaten #marathon #fitness #radfahren,Partei,"Reisen, Wirtschaft"
874,Instagram,Wirtschaft,Viele Menschen demonstrieren für ein Treffen mit Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#startups #klettern #engagement,Privatperson,"Reisen, Bildung"
875,Facebook,Sport,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#fussball #basketball,Unternehmen,"Bildung, Technologie"
876,Facebook,Wirtschaft,Heute gab es ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#abenteuer #vinyl #robotik,Influencer,"Bildung, Musik"
877,Instagram,Wirtschaft,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#chor #beats #startups,NGO,"Reisen, Wirtschaft"
878,Facebook,Technologie,Ich war gestern bei eine Aktion zu Jugendpolitik.,Publikum mit bunten Lichtern,negativ,#ki #blockchain,NGO,"Klima, Reisen"
879,TikTok,Essen,Wir brauchen dringend einen Workshop zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,positiv,#robotik #abenteuer #marathon,Partei,"Essen, Bildung"
880,TikTok,Essen,Wir brauchen dringend ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,positiv,#blockchain #konzert #digitalisierung,Privatperson,"Politik, Technologie"
881,TikTok,Bildung,Ein Erlebnis in einen Workshop zu Jugendpolitik.,Publikum mit bunten Lichtern,positiv,#wissen #schule #uni #lernen,Influencer,"Politik, Musik"
882,TikTok,Musik,Endlich wieder eine Diskussion zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#jamsession #bandlife,Unternehmen,"Bildung, Sport"
883,Facebook,Essen,Ein Erlebnis in eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#blockchain #jamsession #lernen,Unternehmen,"Musik, Sport"
884,Facebook,Essen,Endlich wieder eine Wanderung durch mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#konzert #klimapolitik #demokratie,Privatperson,"Reisen, Wirtschaft"
885,Facebook,Bildung,Viele Menschen demonstrieren für eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#vortrag #lernen,Influencer,"Technologie, Wirtschaft"
886,TikTok,Essen,Heute gab es einen Vortrag über Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#citytrip #roadtrip #bandlife,Influencer,"Politik, Klima"
887,Instagram,Musik,Gemeinsam für eine Demo für Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#bandlife #konzert,Influencer,"Musik, Reisen"
888,Facebook,Sport,Endlich wieder eine Aktion zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#basketball #skaten #fitness,Influencer,"Sport, Klima"
889,Instagram,Klima,So sieht eine Aktion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#roadtrip #meinemeinung #klimapolitik,Privatperson,"Politik, Technologie"
890,Facebook,Technologie,Gemeinsam für eine Diskussion zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#robotik #ki #blockchain #digitalisierung,Unternehmen,"Wirtschaft, Sport"
891,Facebook,Essen,Heute gab es ein Treffen mit mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wahlen #jamsession #demokratie,Unternehmen,"Reisen, Sport"
892,Instagram,Essen,Ich war gestern bei ein Konzert in Demokratie.,Publikum mit bunten Lichtern,negativ,#jamsession #schule #lernen,Partei,"Essen, Sport"
893,Facebook,Technologie,So sieht einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#blockchain #startups #innovation #digitalisierung,Influencer,"Reisen, Sport"
894,Instagram,Klima,Ich war gestern bei eine Aktion zu kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#fitness #innovation #digitalisierung,NGO,"Klima, Reisen"
895,TikTok,Sport,Heute gab es einen Vortrag über Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#marathon #fitness,Unternehmen,"Bildung, Klima"
896,TikTok,Bildung,Heute gab es ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,negativ,#vortrag #uni #wissen #lernen,Partei,"Essen, Wirtschaft"
897,TikTok,Musik,Viele Menschen demonstrieren für eine Diskussion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#musikliebe #konzert #vinyl,NGO,"Politik, Technologie"
898,TikTok,Klima,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#robotik #fitness #uni,Privatperson,"Musik, Wirtschaft"
899,Instagram,Wirtschaft,So sieht ein Konzert in faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#radfahren #innovation #wanderlust,Influencer,"Bildung, Essen"
900,TikTok,Bildung,Viele Menschen demonstrieren für eine Aktion zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#uni #wissen #vortrag #schule,Privatperson,"Musik, Politik"
901,Instagram,Technologie,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#innovation #blockchain #robotik,Partei,"Sport, Klima"
902,TikTok,Reisen,Ein Erlebnis in einen Vortrag über kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#roadtrip #citytrip #wanderlust #meerliebe,Partei,"Klima, Sport"
903,Instagram,Klima,Ein Erlebnis in eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,negativ,#klimapolitik #robotik #konzert,Privatperson,"Reisen, Musik"
904,Instagram,Politik,Heute gab es eine Demo für kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#engagement #gerechtigkeit #meinemeinung #demokratie,Influencer,"Musik, Politik"
905,TikTok,Klima,So sieht eine Wanderung durch kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,negativ,#citytrip #innovation #marathon,Unternehmen,"Politik, Essen"
906,TikTok,Klima,Gemeinsam für eine Aktion zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#jamsession #marathon #skaten,Influencer,"Musik, Wirtschaft"
907,TikTok,Wirtschaft,Gemeinsam für ein Treffen mit Klimaschutz.,Zelt mit Transparenten im Stadtpark,negativ,#radfahren #citytrip #engagement,Partei,"Musik, Klima"
908,TikTok,Reisen,Ich war gestern bei ein Konzert in soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,neutral,#roadtrip #wanderlust,Privatperson,"Musik, Wirtschaft"
909,TikTok,Essen,Heute gab es ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#marathon #konzert #wahlen,Partei,"Reisen, Wirtschaft"
910,Facebook,Klima,Ein Erlebnis in einen Workshop zu digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,positiv,#radfahren #uni #wanderlust,Partei,"Sport, Politik"
911,Facebook,Bildung,Ich war gestern bei einen Workshop zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#wissen #schule #bildungfüralle,NGO,"Politik, Technologie"
912,Facebook,Reisen,Heute gab es einen Vortrag über faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#bergliebe #meerliebe #citytrip #roadtrip,NGO,"Wirtschaft, Bildung"
913,TikTok,Technologie,Endlich wieder eine Demo für Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#innovation #startups,Partei,"Reisen, Bildung"
914,Facebook,Technologie,Ein Erlebnis in eine Wanderung durch Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#innovation #startups #ki #digitalisierung,Influencer,"Reisen, Politik"
915,Facebook,Politik,Wir brauchen dringend ein Konzert in soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,negativ,#klimapolitik #meinemeinung #wahlen #engagement,NGO,"Sport, Bildung"
916,TikTok,Politik,Ich war gestern bei einen Workshop zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#demokratie #wahlen #gerechtigkeit #klimapolitik,Unternehmen,"Technologie, Essen"
917,Instagram,Wirtschaft,Ein Erlebnis in eine Diskussion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#demokratie #meerliebe #wahlen,Unternehmen,"Sport, Klima"
918,TikTok,Technologie,Viele Menschen demonstrieren für einen Vortrag über faire Löhne.,Publikum mit bunten Lichtern,neutral,#innovation #digitalisierung #ki #blockchain,Unternehmen,"Wirtschaft, Bildung"
919,TikTok,Sport,So sieht ein Treffen mit mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#skaten #klettern #marathon #basketball,NGO,"Musik, Essen"
920,Instagram,Sport,Gemeinsam für eine Aktion zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#skaten #marathon #basketball,Partei,"Essen, Politik"
921,Instagram,Essen,Wir brauchen dringend einen Vortrag über gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#jamsession #demokratie #marathon,Partei,"Sport, Politik"
922,Instagram,Sport,Viele Menschen demonstrieren für eine Wanderung durch faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#basketball #klettern #marathon,Partei,"Politik, Sport"
923,Facebook,Technologie,Endlich wieder eine Diskussion zu Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,neutral,#robotik #innovation,Influencer,"Essen, Musik"
924,Instagram,Sport,Endlich wieder eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#basketball #radfahren,Influencer,"Technologie, Musik"
925,Instagram,Technologie,Endlich wieder ein Konzert in Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#blockchain #innovation #robotik,Privatperson,"Wirtschaft, Reisen"
926,TikTok,Klima,Gemeinsam für einen Workshop zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#meinemeinung #fitness #engagement,Partei,"Bildung, Musik"
927,TikTok,Bildung,Viele Menschen demonstrieren für ein Konzert in Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#schule #wissen #vortrag,NGO,"Sport, Bildung"
928,Facebook,Wirtschaft,Endlich wieder einen Workshop zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#wanderlust #ki #marathon,Partei,"Musik, Politik"
929,Facebook,Klima,Heute gab es eine Demo für gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,neutral,#roadtrip #bergliebe #bildungfüralle,Privatperson,"Reisen, Musik"
930,Instagram,Politik,Ein Erlebnis in eine Diskussion zu gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#klimapolitik #demokratie #engagement,Partei,"Essen, Politik"
931,Facebook,Essen,So sieht eine Diskussion zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,positiv,#digitalisierung #ki #fussball,NGO,"Bildung, Wirtschaft"
932,Facebook,Musik,Viele Menschen demonstrieren für einen Vortrag über soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#vinyl #bandlife,Privatperson,"Musik, Klima"
933,TikTok,Politik,So sieht einen Workshop zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,positiv,#wahlen #gerechtigkeit #klimapolitik,Unternehmen,"Bildung, Reisen"
934,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,neutral,#bergliebe #abenteuer #meerliebe,Influencer,"Klima, Essen"
935,TikTok,Wirtschaft,Wir brauchen dringend eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#konzert #chor #klettern,Partei,"Politik, Sport"
936,Facebook,Technologie,So sieht eine Wanderung durch mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#innovation #ki,Unternehmen,"Reisen, Politik"
937,TikTok,Klima,Wir brauchen dringend eine Aktion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#musikliebe #fussball #skaten,Privatperson,"Sport, Politik"
938,TikTok,Reisen,Gemeinsam für eine Aktion zu gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#roadtrip #citytrip,Unternehmen,"Klima, Bildung"
939,Facebook,Wirtschaft,Wir brauchen dringend ein Konzert in gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#demokratie #musikliebe #wissen,Unternehmen,"Reisen, Technologie"
940,Instagram,Bildung,So sieht eine Aktion zu Bildung.,Kind mit Buch auf einer Wiese,neutral,#lernen #schule #vortrag,Influencer,"Essen, Sport"
941,Facebook,Bildung,Gemeinsam für eine Aktion zu Demokratie.,Kind mit Buch auf einer Wiese,neutral,#bildungfüralle #vortrag,NGO,"Reisen, Essen"
942,Facebook,Sport,Heute gab es eine Wanderung durch Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#fitness #marathon #basketball #klettern,Privatperson,"Wirtschaft, Bildung"
943,Instagram,Bildung,Ein Erlebnis in einen Vortrag über soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,positiv,#wissen #uni #bildungfüralle #vortrag,Unternehmen,"Musik, Bildung"
944,Facebook,Technologie,Wir brauchen dringend eine Diskussion zu gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#robotik #startups #innovation #digitalisierung,Unternehmen,"Klima, Musik"
945,TikTok,Wirtschaft,Gemeinsam für eine Aktion zu Demokratie.,Menschen mit Schildern vor dem Rathaus,neutral,#radfahren #jamsession #skaten,Partei,"Reisen, Bildung"
946,Facebook,Musik,Viele Menschen demonstrieren für eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#jamsession #beats,Influencer,"Bildung, Essen"
947,Instagram,Bildung,Gemeinsam für eine Wanderung durch Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bildungfüralle #lernen #wissen,Privatperson,"Wirtschaft, Klima"
948,Instagram,Musik,So sieht eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#konzert #bandlife #jamsession,NGO,"Politik, Essen"
949,TikTok,Musik,Gemeinsam für ein Konzert in soziale Gerechtigkeit.,Zelt mit Transparenten im Stadtpark,neutral,#musikliebe #bandlife,Influencer,"Bildung, Klima"
950,Facebook,Bildung,Ich war gestern bei eine Diskussion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#lernen #bildungfüralle #vortrag,Privatperson,"Sport, Reisen"
951,Instagram,Bildung,So sieht eine Diskussion zu mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#uni #schule #wissen #vortrag,NGO,"Bildung, Essen"
952,Facebook,Klima,Ich war gestern bei einen Vortrag über Klimaschutz.,Publikum mit bunten Lichtern,neutral,#wissen #klettern #klimapolitik,Partei,"Bildung, Politik"
953,Facebook,Musik,Gemeinsam für eine Demo für kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bandlife #vinyl #jamsession,Unternehmen,"Reisen, Politik"
954,Instagram,Klima,So sieht eine Aktion zu Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,positiv,#klimapolitik #beats #meerliebe,Influencer,"Klima, Reisen"
955,Facebook,Reisen,Gemeinsam für eine Wanderung durch gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#wanderlust #meerliebe #roadtrip #citytrip,Partei,"Reisen, Wirtschaft"
956,Facebook,Technologie,Ich war gestern bei eine Demo für faire Löhne.,Publikum mit bunten Lichtern,negativ,#innovation #digitalisierung #ki #robotik,Partei,"Technologie, Reisen"
957,Instagram,Sport,Gemeinsam für einen Workshop zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,neutral,#basketball #marathon,Privatperson,"Essen, Politik"
958,Instagram,Musik,Wir brauchen dringend eine Aktion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#musikliebe #vinyl #jamsession #konzert,NGO,"Politik, Wirtschaft"
959,Facebook,Essen,Wir brauchen dringend ein Konzert in Bildung.,Zelt mit Transparenten im Stadtpark,positiv,#klettern #marathon #konzert,Influencer,"Technologie, Essen"
960,Facebook,Technologie,Wir brauchen dringend ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#digitalisierung #blockchain #ki #innovation,Privatperson,"Wirtschaft, Reisen"
961,TikTok,Klima,Viele Menschen demonstrieren für ein Konzert in Bildung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#beats #demokratie #meerliebe,Partei,"Klima, Musik"
962,Facebook,Wirtschaft,Heute gab es eine Demo für Demokratie.,Schüler in einem Klassenzimmer mit Tablets,positiv,#wissen #lernen #chor,Influencer,"Klima, Wirtschaft"
963,Instagram,Wirtschaft,Endlich wieder eine Diskussion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#wahlen #engagement #schule,Influencer,"Reisen, Bildung"
964,TikTok,Musik,Endlich wieder ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#musikliebe #vinyl,Influencer,"Reisen, Technologie"
965,TikTok,Essen,Ein Erlebnis in eine Wanderung durch digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,negativ,#uni #abenteuer #musikliebe,Influencer,"Bildung, Politik"
966,Facebook,Politik,Ich war gestern bei ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,positiv,#demokratie #wahlen #klimapolitik,NGO,"Essen, Sport"
967,Facebook,Technologie,Wir brauchen dringend eine Diskussion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#ki #innovation #digitalisierung #blockchain,Privatperson,"Reisen, Essen"
968,TikTok,Sport,Ein Erlebnis in eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#skaten #marathon #fitness #fussball,Partei,"Politik, Reisen"
969,TikTok,Politik,Ein Erlebnis in eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,negativ,#engagement #gerechtigkeit #meinemeinung,NGO,"Technologie, Musik"
970,Facebook,Musik,Wir brauchen dringend eine Demo für faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#musikliebe #konzert,Influencer,"Musik, Wirtschaft"
971,Instagram,Klima,So sieht ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,neutral,#marathon #klimapolitik #demokratie,Privatperson,"Essen, Klima"
972,TikTok,Politik,Viele Menschen demonstrieren für eine Aktion zu mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#meinemeinung #klimapolitik #wahlen,Unternehmen,"Musik, Wirtschaft"
973,Instagram,Bildung,Viele Menschen demonstrieren für eine Aktion zu Demokratie.,Kind mit Buch auf einer Wiese,negativ,#uni #wissen,Privatperson,"Technologie, Essen"
974,Instagram,Politik,Endlich wieder eine Demo für Demokratie.,Zelt mit Transparenten im Stadtpark,positiv,#engagement #meinemeinung,NGO,"Bildung, Essen"
975,Facebook,Technologie,Gemeinsam für eine Demo für mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#innovation #startups,Partei,"Wirtschaft, Technologie"
976,Facebook,Reisen,So sieht eine Diskussion zu Demokratie.,Schüler in einem Klassenzimmer mit Tablets,neutral,#bergliebe #meerliebe #roadtrip,Influencer,"Technologie, Bildung"
977,TikTok,Bildung,Viele Menschen demonstrieren für eine Diskussion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,neutral,#vortrag #schule #wissen #bildungfüralle,NGO,"Politik, Technologie"
978,Facebook,Bildung,Wir brauchen dringend einen Vortrag über Jugendpolitik.,Publikum mit bunten Lichtern,positiv,#wissen #schule #vortrag,Privatperson,"Wirtschaft, Reisen"
979,TikTok,Musik,Gemeinsam für einen Vortrag über Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#konzert #musikliebe #chor,Partei,"Klima, Musik"
980,Facebook,Sport,Viele Menschen demonstrieren für einen Workshop zu mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#klettern #skaten #radfahren,NGO,"Reisen, Klima"
981,Instagram,Sport,Ein Erlebnis in eine Aktion zu gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#basketball #radfahren #fitness #marathon,NGO,"Reisen, Sport"
982,Facebook,Reisen,Ein Erlebnis in ein Konzert in soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,negativ,#bergliebe #wanderlust #roadtrip #abenteuer,NGO,"Politik, Essen"
983,Instagram,Reisen,Ich war gestern bei ein Konzert in mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,negativ,#meerliebe #citytrip #abenteuer,Influencer,"Wirtschaft, Klima"
984,TikTok,Technologie,Gemeinsam für ein Konzert in Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,positiv,#ki #blockchain #robotik #startups,NGO,"Reisen, Technologie"
985,Instagram,Politik,So sieht einen Vortrag über Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#engagement #wahlen,NGO,"Klima, Politik"
986,Instagram,Politik,Gemeinsam für ein Treffen mit kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,positiv,#wahlen #demokratie #gerechtigkeit #klimapolitik,Partei,"Technologie, Wirtschaft"
987,TikTok,Sport,Ein Erlebnis in eine Aktion zu kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,negativ,#basketball #klettern,NGO,"Technologie, Bildung"
988,Facebook,Politik,Wir brauchen dringend ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#gerechtigkeit #demokratie #meinemeinung,Partei,"Wirtschaft, Reisen"
